essround,cntry,tvtot,sclmeet,wkhtot,dweight,pweight
3,AT,4,6,44,0.8286,0.28911608
3,AT,1,6,42,1.2429,0.28911608
3,AT,6,7,49,0.4143,0.28911608
3,AT,4,6,888,1.2429,0.28911608
3,AT,7,4,666,0.4143,0.28911608
3,AT,7,1,45,1.2429,0.28911608
3,AT,5,4,45,0.8286,0.28911608
3,AT,7,5,888,0.4143,0.28911608
3,AT,7,7,888,1.2429,0.28911608
3,AT,4,5,40,0.8286,0.28911608
3,AT,4,4,50,0.8286,0.28911608
3,AT,2,6,35,1.6572,0.28911608
3,AT,3,6,47,1.2429,0.28911608
3,AT,4,4,48,0.4143,0.28911608
3,AT,5,7,40,2.0715,0.28911608
3,AT,3,5,41,1.2429,0.28911608
3,AT,3,4,35,0.8286,0.28911608
3,AT,1,6,45,0.8286,0.28911608
3,AT,1,3,85,0.8286,0.28911608
3,AT,1,3,50,1.2429,0.28911608
3,AT,7,4,20,0.8286,0.28911608
3,AT,0,3,50,0.8286,0.28911608
3,AT,1,5,45,0.8286,0.28911608
3,AT,4,6,40,0.8286,0.28911608
3,AT,7,7,39,0.8286,0.28911608
3,AT,1,5,888,1.6572,0.28911608
3,AT,6,4,40,1.6572,0.28911608
3,AT,3,6,38,1.2429,0.28911608
3,AT,6,6,39,2.4858,0.28911608
3,AT,5,6,888,3.3144,0.28911608
3,AT,4,5,888,1.6572,0.28911608
3,AT,5,77,39,2.0715,0.28911608
3,AT,4,5,42,0.4143,0.28911608
3,AT,4,7,666,2.0715,0.28911608
3,AT,4,6,40,2.0715,0.28911608
3,AT,4,2,25,0.8286,0.28911608
3,AT,4,6,46,1.2429,0.28911608
3,AT,6,4,38,0.4143,0.28911608
3,AT,3,7,40,1.2429,0.28911608
3,AT,1,5,40,1.6572,0.28911608
3,AT,2,6,888,0.8286,0.28911608
3,AT,5,4,40,0.8286,0.28911608
3,AT,4,2,16,1.6572,0.28911608
3,AT,1,88,40,0.4143,0.28911608
3,AT,2,6,888,0.8286,0.28911608
3,AT,5,4,45,1.2429,0.28911608
3,AT,4,7,60,0.4143,0.28911608
3,AT,2,4,40,0.8286,0.28911608
3,AT,7,4,888,2.0715,0.28911608
3,AT,6,7,30,1.6572,0.28911608
3,AT,3,7,40,0.8286,0.28911608
3,AT,6,4,46,0.8286,0.28911608
3,AT,7,7,40,0.4143,0.28911608
3,AT,5,7,40,1.2429,0.28911608
3,AT,2,5,50,1.2429,0.28911608
3,AT,5,6,40,1.2429,0.28911608
3,AT,4,1,666,0.4143,0.28911608
3,AT,7,1,666,0.4143,0.28911608
3,AT,7,5,888,0.8286,0.28911608
3,AT,0,2,666,0.8286,0.28911608
3,AT,6,1,40,0.8286,0.28911608
3,AT,2,4,50,0.8286,0.28911608
3,AT,6,2,42,0.8286,0.28911608
3,AT,2,6,50,0.8286,0.28911608
3,AT,3,6,20,1.2429,0.28911608
3,AT,4,6,40,0.8286,0.28911608
3,AT,5,4,38,1.6572,0.28911608
3,AT,5,6,40,1.6572,0.28911608
3,AT,5,5,40,1.2429,0.28911608
3,AT,1,4,888,0.8286,0.28911608
3,AT,0,5,40,0.8286,0.28911608
3,AT,3,4,40,0.8286,0.28911608
3,AT,2,4,45,2.0715,0.28911608
3,AT,7,4,38,1.2429,0.28911608
3,AT,7,5,30,0.8286,0.28911608
3,AT,2,6,50,0.8286,0.28911608
3,AT,7,2,888,0.8286,0.28911608
3,AT,3,3,40,0.8286,0.28911608
3,AT,7,6,38,0.4143,0.28911608
3,AT,7,5,60,0.8286,0.28911608
3,AT,2,2,40,0.8286,0.28911608
3,AT,5,6,40,0.8286,0.28911608
3,AT,5,6,666,1.2429,0.28911608
3,AT,6,7,20,2.4858,0.28911608
3,AT,6,7,38,2.0715,0.28911608
3,AT,2,4,30,1.2429,0.28911608
3,AT,6,7,38,0.4143,0.28911608
3,AT,6,3,28,1.2429,0.28911608
3,AT,7,2,38,0.8286,0.28911608
3,AT,2,6,50,0.4143,0.28911608
3,AT,4,5,15,0.4143,0.28911608
3,AT,3,6,38,1.2429,0.28911608
3,AT,0,2,888,0.4143,0.28911608
3,AT,3,6,666,1.6572,0.28911608
3,AT,7,6,15,1.2429,0.28911608
3,AT,7,4,888,1.6572,0.28911608
3,AT,0,7,888,0.4143,0.28911608
3,AT,3,4,777,0.8286,0.28911608
3,AT,7,6,666,0.8286,0.28911608
3,AT,1,2,4,0.8286,0.28911608
3,AT,7,4,40,0.8286,0.28911608
3,AT,2,4,40,0.4143,0.28911608
3,AT,7,4,20,0.4143,0.28911608
3,AT,7,5,888,0.8286,0.28911608
3,AT,0,6,60,1.2429,0.28911608
3,AT,3,6,44,0.8286,0.28911608
3,AT,4,2,10,0.8286,0.28911608
3,AT,3,5,45,0.8286,0.28911608
3,AT,4,2,35,0.4143,0.28911608
3,AT,3,7,40,0.4143,0.28911608
3,AT,6,7,20,0.8286,0.28911608
3,AT,6,6,666,0.8286,0.28911608
3,AT,0,2,32,0.8286,0.28911608
3,AT,7,6,15,0.8286,0.28911608
3,AT,3,5,30,1.2429,0.28911608
3,AT,4,7,40,1.2429,0.28911608
3,AT,2,6,50,2.0715,0.28911608
3,AT,0,7,60,0.4143,0.28911608
3,AT,77,5,50,0.8286,0.28911608
3,AT,1,4,40,1.6572,0.28911608
3,AT,5,3,48,0.8286,0.28911608
3,AT,4,4,38,0.8286,0.28911608
3,AT,4,4,46,0.4143,0.28911608
3,AT,5,5,50,0.8286,0.28911608
3,AT,4,6,38,0.8286,0.28911608
3,AT,4,1,20,1.6572,0.28911608
3,AT,2,6,20,1.2429,0.28911608
3,AT,4,6,888,1.2429,0.28911608
3,AT,4,7,50,0.4143,0.28911608
3,AT,1,7,60,1.6572,0.28911608
3,AT,2,6,30,0.8286,0.28911608
3,AT,4,5,30,1.2429,0.28911608
3,AT,4,6,38,1.6572,0.28911608
3,AT,7,6,35,0.8286,0.28911608
3,AT,4,6,38,1.2429,0.28911608
3,AT,4,6,40,1.2429,0.28911608
3,AT,2,6,60,1.6572,0.28911608
3,AT,3,7,666,1.2429,0.28911608
3,AT,3,6,4,0.8286,0.28911608
3,AT,2,7,22,1.6572,0.28911608
3,AT,6,4,40,0.8286,0.28911608
3,AT,5,6,38,0.8286,0.28911608
3,AT,3,5,35,1.2429,0.28911608
3,AT,6,4,40,0.4143,0.28911608
3,AT,2,4,25,0.8286,0.28911608
3,AT,4,6,5,1.2429,0.28911608
3,AT,5,4,40,0.8286,0.28911608
3,AT,6,5,40,0.8286,0.28911608
3,AT,7,6,30,1.2429,0.28911608
3,AT,4,6,40,1.2429,0.28911608
3,AT,4,5,45,0.4143,0.28911608
3,AT,3,4,45,0.4143,0.28911608
3,AT,7,5,25,0.4143,0.28911608
3,AT,0,6,35,0.8286,0.28911608
3,AT,2,7,55,0.8286,0.28911608
3,AT,6,7,41,0.8286,0.28911608
3,AT,5,7,666,0.4143,0.28911608
3,AT,3,6,40,0.8286,0.28911608
3,AT,2,7,666,0.4143,0.28911608
3,AT,3,5,40,0.8286,0.28911608
3,AT,3,4,45,0.8286,0.28911608
3,AT,2,4,43,1.2429,0.28911608
3,AT,2,5,45,0.8286,0.28911608
3,AT,3,4,50,1.2429,0.28911608
3,AT,1,4,40,0.8286,0.28911608
3,AT,7,5,40,0.8286,0.28911608
3,AT,4,3,40,0.8286,0.28911608
3,AT,4,6,25,1.6572,0.28911608
3,AT,6,3,20,0.8286,0.28911608
3,AT,4,4,50,1.2429,0.28911608
3,AT,0,7,10,0.4143,0.28911608
3,AT,7,5,777,0.8286,0.28911608
3,AT,2,6,888,1.2429,0.28911608
3,AT,0,6,888,0.4143,0.28911608
3,AT,6,4,48,0.8286,0.28911608
3,AT,77,6,40,0.8286,0.28911608
3,AT,6,6,35,0.8286,0.28911608
3,AT,3,4,40,1.6572,0.28911608
3,AT,2,4,40,1.2429,0.28911608
3,AT,4,7,35,0.8286,0.28911608
3,AT,4,7,666,1.2429,0.28911608
3,AT,5,7,25,0.4143,0.28911608
3,AT,4,7,666,1.2429,0.28911608
3,AT,2,7,666,0.8286,0.28911608
3,AT,2,7,666,0.8286,0.28911608
3,AT,5,3,45,0.4143,0.28911608
3,AT,7,4,38,1.6572,0.28911608
3,AT,5,6,888,0.8286,0.28911608
3,AT,4,3,35,1.2429,0.28911608
3,AT,6,4,7,0.8286,0.28911608
3,AT,5,6,60,1.2429,0.28911608
3,AT,77,6,888,1.2429,0.28911608
3,AT,4,5,33,1.2429,0.28911608
3,AT,5,4,50,0.8286,0.28911608
3,AT,5,5,40,0.4143,0.28911608
3,AT,7,88,777,0.8286,0.28911608
3,AT,6,4,888,0.8286,0.28911608
3,AT,2,5,60,0.4143,0.28911608
3,AT,1,2,40,1.6572,0.28911608
3,AT,2,6,20,0.4143,0.28911608
3,AT,6,6,50,0.4143,0.28911608
3,AT,0,6,38,1.2429,0.28911608
3,AT,3,5,40,0.8286,0.28911608
3,AT,1,5,888,0.4143,0.28911608
3,AT,4,6,25,1.2429,0.28911608
3,AT,2,4,50,0.8286,0.28911608
3,AT,3,6,60,1.6572,0.28911608
3,AT,1,7,40,1.2429,0.28911608
3,AT,4,4,45,0.8286,0.28911608
3,AT,7,6,42,0.8286,0.28911608
3,AT,2,4,40,0.4143,0.28911608
3,AT,1,6,666,0.4143,0.28911608
3,AT,0,6,65,0.8286,0.28911608
3,AT,2,7,60,0.4143,0.28911608
3,AT,2,6,666,2.4858,0.28911608
3,AT,1,7,666,1.6572,0.28911608
3,AT,2,7,30,2.0715,0.28911608
3,AT,4,7,45,1.6572,0.28911608
3,AT,3,7,45,1.2429,0.28911608
3,AT,3,6,38,0.8286,0.28911608
3,AT,2,6,60,0.4143,0.28911608
3,AT,5,2,40,1.2429,0.28911608
3,AT,2,5,60,2.0715,0.28911608
3,AT,2,6,50,2.0715,0.28911608
3,AT,3,6,60,0.8286,0.28911608
3,AT,4,6,666,1.2429,0.28911608
3,AT,3,5,45,0.4143,0.28911608
3,AT,2,7,42,1.6572,0.28911608
3,AT,1,4,48,1.6572,0.28911608
3,AT,1,6,39,0.4143,0.28911608
3,AT,3,6,15,1.6572,0.28911608
3,AT,2,5,30,1.6572,0.28911608
3,AT,2,7,50,0.8286,0.28911608
3,AT,2,5,40,0.8286,0.28911608
3,AT,6,4,40,0.8286,0.28911608
3,AT,5,4,888,1.2429,0.28911608
3,AT,2,5,45,0.8286,0.28911608
3,AT,7,6,17,1.6572,0.28911608
3,AT,7,6,42,1.6572,0.28911608
3,AT,5,6,666,1.2429,0.28911608
3,AT,4,4,9,1.2429,0.28911608
3,AT,2,6,20,1.6572,0.28911608
3,AT,2,6,40,1.2429,0.28911608
3,AT,7,7,40,1.6572,0.28911608
3,AT,5,5,45,0.8286,0.28911608
3,AT,1,5,666,2.0715,0.28911608
3,AT,3,6,40,0.8286,0.28911608
3,AT,5,6,40,2.0715,0.28911608
3,AT,0,7,666,2.0715,0.28911608
3,AT,3,5,38,1.6572,0.28911608
3,AT,6,6,29,1.6572,0.28911608
3,AT,3,6,28,2.0715,0.28911608
3,AT,3,5,45,1.6572,0.28911608
3,AT,5,4,777,1.6572,0.28911608
3,AT,1,7,40,0.4143,0.28911608
3,AT,1,7,40,0.8286,0.28911608
3,AT,1,7,35,1.2429,0.28911608
3,AT,1,6,38,0.8286,0.28911608
3,AT,1,4,42,0.8286,0.28911608
3,AT,5,7,42,1.2429,0.28911608
3,AT,1,5,34,0.8286,0.28911608
3,AT,6,7,42,0.8286,0.28911608
3,AT,6,7,40,0.8286,0.28911608
3,AT,7,6,46,0.4143,0.28911608
3,AT,4,6,20,0.8286,0.28911608
3,AT,3,6,46,1.2429,0.28911608
3,AT,5,7,44,0.8286,0.28911608
3,AT,2,7,34,0.8286,0.28911608
3,AT,2,7,28,1.2429,0.28911608
3,AT,2,7,34,1.6572,0.28911608
3,AT,1,6,30,0.8286,0.28911608
3,AT,3,6,43,0.8286,0.28911608
3,AT,1,7,44,0.8286,0.28911608
3,AT,5,4,40,0.8286,0.28911608
3,AT,5,6,45,0.4143,0.28911608
3,AT,6,4,50,0.8286,0.28911608
3,AT,5,7,666,0.8286,0.28911608
3,AT,0,6,35,0.8286,0.28911608
3,AT,3,4,41,0.8286,0.28911608
3,AT,7,6,20,1.2429,0.28911608
3,AT,3,5,10,1.6572,0.28911608
3,AT,2,4,60,0.8286,0.28911608
3,AT,4,5,42,0.8286,0.28911608
3,AT,7,6,666,1.2429,0.28911608
3,AT,5,5,50,0.8286,0.28911608
3,AT,5,3,38,1.2429,0.28911608
3,AT,5,7,888,2.9001,0.28911608
3,AT,3,7,47,1.2429,0.28911608
3,AT,1,6,15,0.8286,0.28911608
3,AT,88,6,55,1.2429,0.28911608
3,AT,2,6,25,1.2429,0.28911608
3,AT,6,5,40,1.6572,0.28911608
3,AT,5,4,2,0.8286,0.28911608
3,AT,6,6,30,0.8286,0.28911608
3,AT,5,6,40,2.0715,0.28911608
3,AT,5,4,888,0.4143,0.28911608
3,AT,7,6,888,0.4143,0.28911608
3,AT,7,5,38,0.4143,0.28911608
3,AT,7,1,55,0.4143,0.28911608
3,AT,5,6,888,0.4143,0.28911608
3,AT,4,2,888,1.2429,0.28911608
3,AT,6,6,45,0.8286,0.28911608
3,AT,2,6,25,1.6572,0.28911608
3,AT,3,5,40,1.2429,0.28911608
3,AT,4,4,30,0.4143,0.28911608
3,AT,6,5,22,0.4143,0.28911608
3,AT,7,6,40,1.6572,0.28911608
3,AT,5,6,45,0.8286,0.28911608
3,AT,2,4,60,1.2429,0.28911608
3,AT,6,6,49,0.8286,0.28911608
3,AT,5,6,38,0.8286,0.28911608
3,AT,6,7,42,0.8286,0.28911608
3,AT,4,7,48,0.8286,0.28911608
3,AT,4,5,43,0.8286,0.28911608
3,AT,5,4,42,0.8286,0.28911608
3,AT,5,5,42,0.8286,0.28911608
3,AT,5,6,42,0.8286,0.28911608
3,AT,7,6,50,1.2429,0.28911608
3,AT,3,6,40,2.0715,0.28911608
3,AT,0,7,40,1.6572,0.28911608
3,AT,3,6,7,2.0715,0.28911608
3,AT,1,5,42,1.6572,0.28911608
3,AT,5,6,40,0.8286,0.28911608
3,AT,7,6,888,1.2429,0.28911608
3,AT,5,3,15,1.6572,0.28911608
3,AT,1,4,45,0.8286,0.28911608
3,AT,3,3,666,2.4858,0.28911608
3,AT,0,6,888,0.4143,0.28911608
3,AT,3,4,40,1.6572,0.28911608
3,AT,6,6,40,2.0715,0.28911608
3,AT,6,4,888,0.8286,0.28911608
3,AT,7,7,20,0.8286,0.28911608
3,AT,2,2,38,0.8286,0.28911608
3,AT,5,1,888,0.8286,0.28911608
3,AT,4,5,888,1.2429,0.28911608
3,AT,7,1,888,0.4143,0.28911608
3,AT,7,1,38,0.4143,0.28911608
3,AT,5,1,666,0.4143,0.28911608
3,AT,7,6,47,0.8286,0.28911608
3,AT,4,7,40,0.8286,0.28911608
3,AT,5,7,40,0.8286,0.28911608
3,AT,6,5,47,0.8286,0.28911608
3,AT,6,6,35,0.8286,0.28911608
3,AT,3,7,43,0.8286,0.28911608
3,AT,6,7,33,0.8286,0.28911608
3,AT,3,6,60,0.4143,0.28911608
3,AT,4,7,40,1.6572,0.28911608
3,AT,3,5,39,0.4143,0.28911608
3,AT,2,7,40,0.8286,0.28911608
3,AT,4,4,60,0.8286,0.28911608
3,AT,6,6,40,0.8286,0.28911608
3,AT,2,6,30,1.2429,0.28911608
3,AT,3,6,42,0.8286,0.28911608
3,AT,5,6,41,0.8286,0.28911608
3,AT,1,7,39,0.8286,0.28911608
3,AT,2,5,39,0.8286,0.28911608
3,AT,6,6,39,0.8286,0.28911608
3,AT,7,7,40,0.4143,0.28911608
3,AT,7,6,40,1.2429,0.28911608
3,AT,2,5,40,1.6572,0.28911608
3,AT,4,6,40,1.2429,0.28911608
3,AT,5,6,40,0.8286,0.28911608
3,AT,2,6,40,1.6572,0.28911608
3,AT,5,5,666,0.8286,0.28911608
3,AT,2,6,666,2.0715,0.28911608
3,AT,0,6,50,0.4143,0.28911608
3,AT,4,7,666,2.0715,0.28911608
3,AT,4,6,45,1.2429,0.28911608
3,AT,3,7,666,1.6572,0.28911608
3,AT,2,6,40,0.8286,0.28911608
3,AT,6,5,39,1.2429,0.28911608
3,AT,6,6,43,0.8286,0.28911608
3,AT,5,5,40,1.6572,0.28911608
3,AT,3,4,40,0.8286,0.28911608
3,AT,5,3,40,1.6572,0.28911608
3,AT,6,7,39,0.8286,0.28911608
3,AT,5,5,42,0.8286,0.28911608
3,AT,5,7,52,0.8286,0.28911608
3,AT,6,3,40,1.2429,0.28911608
3,AT,6,5,44,0.8286,0.28911608
3,AT,5,5,42,1.2429,0.28911608
3,AT,6,7,40,0.8286,0.28911608
3,AT,4,3,48,0.8286,0.28911608
3,AT,1,6,11,0.8286,0.28911608
3,AT,2,6,5,0.8286,0.28911608
3,AT,2,4,28,1.2429,0.28911608
3,AT,2,6,40,0.4143,0.28911608
3,AT,3,6,30,0.8286,0.28911608
3,AT,2,6,25,1.2429,0.28911608
3,AT,2,6,5,0.8286,0.28911608
3,AT,4,4,666,0.8286,0.28911608
3,AT,2,5,40,0.8286,0.28911608
3,AT,1,2,55,0.4143,0.28911608
3,AT,7,5,39,0.4143,0.28911608
3,AT,3,6,42,1.6572,0.28911608
3,AT,4,7,35,0.8286,0.28911608
3,AT,2,5,38,0.8286,0.28911608
3,AT,3,6,40,1.2429,0.28911608
3,AT,2,6,50,1.2429,0.28911608
3,AT,6,6,666,1.6572,0.28911608
3,AT,3,2,20,0.8286,0.28911608
3,AT,4,5,45,0.8286,0.28911608
3,AT,5,5,20,0.8286,0.28911608
3,AT,2,4,34,1.2429,0.28911608
3,AT,1,5,22,1.6572,0.28911608
3,AT,5,6,10,0.8286,0.28911608
3,AT,1,6,35,1.2429,0.28911608
3,AT,2,6,20,2.0715,0.28911608
3,AT,2,7,40,1.6572,0.28911608
3,AT,2,4,20,1.2429,0.28911608
3,AT,2,3,50,2.4858,0.28911608
3,AT,4,5,40,1.6572,0.28911608
3,AT,5,5,40,0.8286,0.28911608
3,AT,1,7,41,0.8286,0.28911608
3,AT,2,2,40,0.8286,0.28911608
3,AT,3,6,36,0.4143,0.28911608
3,AT,7,3,888,0.8286,0.28911608
3,AT,0,4,60,2.0715,0.28911608
3,AT,4,7,30,0.4143,0.28911608
3,AT,6,4,60,1.6572,0.28911608
3,AT,4,4,70,2.4858,0.28911608
3,AT,3,4,25,0.8286,0.28911608
3,AT,1,2,42,1.6572,0.28911608
3,AT,5,7,15,0.8286,0.28911608
3,AT,4,5,50,1.6572,0.28911608
3,AT,2,6,20,0.4143,0.28911608
3,AT,3,7,35,1.2429,0.28911608
3,AT,3,3,8,1.2429,0.28911608
3,AT,2,4,4,2.0715,0.28911608
3,AT,1,4,80,2.4858,0.28911608
3,AT,4,5,4,1.2429,0.28911608
3,AT,5,6,40,0.8286,0.28911608
3,AT,6,4,40,0.4143,0.28911608
3,AT,0,6,50,0.8286,0.28911608
3,AT,1,5,20,0.8286,0.28911608
3,AT,3,7,17,1.2429,0.28911608
3,AT,3,7,56,0.8286,0.28911608
3,AT,2,7,40,2.0715,0.28911608
3,AT,3,4,40,1.6572,0.28911608
3,AT,3,7,45,1.2429,0.28911608
3,AT,6,4,20,1.2429,0.28911608
3,AT,4,5,40,0.8286,0.28911608
3,AT,5,6,39,1.2429,0.28911608
3,AT,3,2,40,0.4143,0.28911608
3,AT,7,4,666,0.8286,0.28911608
3,AT,5,5,50,0.8286,0.28911608
3,AT,3,2,48,0.4143,0.28911608
3,AT,1,5,37,0.8286,0.28911608
3,AT,6,6,40,1.6572,0.28911608
3,AT,2,5,39,0.4143,0.28911608
3,AT,7,4,38,0.8286,0.28911608
3,AT,3,6,42,0.4143,0.28911608
3,AT,3,4,40,0.8286,0.28911608
3,AT,6,7,40,0.8286,0.28911608
3,AT,6,6,30,1.2429,0.28911608
3,AT,2,5,40,1.2429,0.28911608
3,AT,4,6,60,0.8286,0.28911608
3,AT,2,6,45,0.8286,0.28911608
3,AT,2,7,40,2.0715,0.28911608
3,AT,2,5,23,1.2429,0.28911608
3,AT,0,6,40,0.4143,0.28911608
3,AT,6,6,20,2.9001,0.28911608
3,AT,6,6,42,1.2429,0.28911608
3,AT,4,4,777,0.8286,0.28911608
3,AT,5,5,40,0.8286,0.28911608
3,AT,7,6,40,0.8286,0.28911608
3,AT,5,4,50,0.8286,0.28911608
3,AT,4,5,45,1.2429,0.28911608
3,AT,1,5,45,0.8286,0.28911608
3,AT,5,5,60,0.8286,0.28911608
3,AT,2,5,777,1.2429,0.28911608
3,AT,2,3,40,0.8286,0.28911608
3,AT,2,6,42,1.2429,0.28911608
3,AT,5,5,45,0.8286,0.28911608
3,AT,4,6,39,0.8286,0.28911608
3,AT,4,6,44,0.8286,0.28911608
3,AT,2,7,48,0.4143,0.28911608
3,AT,3,4,50,0.8286,0.28911608
3,AT,2,6,39,0.4143,0.28911608
3,AT,2,5,40,0.4143,0.28911608
3,AT,0,5,50,0.4143,0.28911608
3,AT,3,3,42,0.8286,0.28911608
3,AT,5,6,40,0.8286,0.28911608
3,AT,2,7,666,1.6572,0.28911608
3,AT,5,4,38,0.8286,0.28911608
3,AT,4,6,38,2.0715,0.28911608
3,AT,5,5,30,0.8286,0.28911608
3,AT,3,6,60,0.4143,0.28911608
3,AT,6,4,666,0.8286,0.28911608
3,AT,3,7,666,1.2429,0.28911608
3,AT,1,4,40,0.8286,0.28911608
3,AT,1,4,42,1.2429,0.28911608
3,AT,2,6,40,0.8286,0.28911608
3,AT,5,5,38,0.8286,0.28911608
3,AT,4,4,70,2.0715,0.28911608
3,AT,5,5,40,2.0715,0.28911608
3,AT,2,5,15,0.4143,0.28911608
3,AT,1,4,20,0.4143,0.28911608
3,AT,4,4,45,0.4143,0.28911608
3,AT,5,7,40,0.8286,0.28911608
3,AT,1,7,30,0.4143,0.28911608
3,AT,1,6,45,0.4143,0.28911608
3,AT,6,6,50,0.8286,0.28911608
3,AT,3,7,32,1.6572,0.28911608
3,AT,7,6,48,0.4143,0.28911608
3,AT,1,6,40,0.4143,0.28911608
3,AT,3,5,6,0.8286,0.28911608
3,AT,2,5,40,0.4143,0.28911608
3,AT,2,4,48,0.8286,0.28911608
3,AT,3,6,55,1.2429,0.28911608
3,AT,2,7,40,0.8286,0.28911608
3,AT,2,5,20,1.2429,0.28911608
3,AT,4,7,45,0.8286,0.28911608
3,AT,7,2,40,0.8286,0.28911608
3,AT,3,6,666,1.2429,0.28911608
3,AT,1,6,888,1.6572,0.28911608
3,AT,3,2,35,2.0715,0.28911608
3,AT,2,7,777,0.8286,0.28911608
3,AT,2,6,40,1.2429,0.28911608
3,AT,1,5,777,1.6572,0.28911608
3,AT,4,6,888,1.2429,0.28911608
3,AT,1,4,50,2.0715,0.28911608
3,AT,2,5,888,0.8286,0.28911608
3,AT,0,5,40,0.8286,0.28911608
3,AT,1,5,888,1.2429,0.28911608
3,AT,4,7,40,0.8286,0.28911608
3,AT,4,5,60,1.6572,0.28911608
3,AT,3,4,40,1.2429,0.28911608
3,AT,5,7,45,2.0715,0.28911608
3,AT,4,4,40,0.8286,0.28911608
3,AT,2,4,45,2.0715,0.28911608
3,AT,3,4,40,0.8286,0.28911608
3,AT,3,5,18,1.2429,0.28911608
3,AT,3,7,666,1.2429,0.28911608
3,AT,4,4,40,1.2429,0.28911608
3,AT,7,4,40,0.8286,0.28911608
3,AT,1,6,35,1.6572,0.28911608
3,AT,4,6,888,1.6572,0.28911608
3,AT,2,6,28,0.8286,0.28911608
3,AT,4,5,888,0.8286,0.28911608
3,AT,3,7,888,2.0715,0.28911608
3,AT,3,5,9,1.6572,0.28911608
3,AT,4,7,39,0.4143,0.28911608
3,AT,4,6,45,0.4143,0.28911608
3,AT,7,7,55,0.4143,0.28911608
3,AT,1,6,50,1.2429,0.28911608
3,AT,3,7,60,0.8286,0.28911608
3,AT,4,6,777,0.4143,0.28911608
3,AT,3,7,45,0.8286,0.28911608
3,AT,6,7,40,0.4143,0.28911608
3,AT,1,4,40,0.8286,0.28911608
3,AT,5,4,45,0.8286,0.28911608
3,AT,6,6,44,0.8286,0.28911608
3,AT,4,7,666,1.2429,0.28911608
3,AT,3,7,40,0.4143,0.28911608
3,AT,4,4,666,2.4858,0.28911608
3,AT,7,7,8,0.4143,0.28911608
3,AT,2,7,15,0.8286,0.28911608
3,AT,88,6,20,1.2429,0.28911608
3,AT,4,7,38,1.2429,0.28911608
3,AT,2,6,45,0.8286,0.28911608
3,AT,3,6,33,1.6572,0.28911608
3,AT,3,6,46,0.8286,0.28911608
3,AT,7,4,20,0.8286,0.28911608
3,AT,5,6,888,1.2429,0.28911608
3,AT,3,6,777,0.4143,0.28911608
3,AT,4,6,38,0.4143,0.28911608
3,AT,1,7,40,0.8286,0.28911608
3,AT,6,6,35,0.8286,0.28911608
3,AT,4,6,45,0.8286,0.28911608
3,AT,3,5,38,0.4143,0.28911608
3,AT,7,6,40,1.2429,0.28911608
3,AT,3,6,30,0.8286,0.28911608
3,AT,3,7,40,0.8286,0.28911608
3,AT,1,6,40,0.4143,0.28911608
3,AT,5,6,15,0.8286,0.28911608
3,AT,7,4,888,0.4143,0.28911608
3,AT,7,7,40,0.4143,0.28911608
3,AT,6,7,42,0.8286,0.28911608
3,AT,6,6,40,0.4143,0.28911608
3,AT,4,7,777,0.4143,0.28911608
3,AT,1,6,45,0.4143,0.28911608
3,AT,6,7,888,1.6572,0.28911608
3,AT,7,3,20,0.8286,0.28911608
3,AT,6,6,50,0.4143,0.28911608
3,AT,5,4,35,1.2429,0.28911608
3,AT,88,6,20,0.8286,0.28911608
3,AT,3,6,40,1.6572,0.28911608
3,AT,4,7,32,0.4143,0.28911608
3,AT,2,6,45,0.8286,0.28911608
3,AT,6,77,40,1.6572,0.28911608
3,AT,5,6,888,1.6572,0.28911608
3,AT,6,7,666,0.8286,0.28911608
3,AT,7,5,88,1.6572,0.28911608
3,AT,7,6,50,0.4143,0.28911608
3,AT,1,6,43,0.8286,0.28911608
3,AT,6,7,38,0.8286,0.28911608
3,AT,3,4,20,0.8286,0.28911608
3,AT,88,4,40,0.8286,0.28911608
3,AT,1,7,45,0.8286,0.28911608
3,AT,4,7,666,2.4858,0.28911608
3,AT,4,4,20,1.6572,0.28911608
3,AT,0,2,40,1.6572,0.28911608
3,AT,3,4,20,0.8286,0.28911608
3,AT,4,4,25,1.2429,0.28911608
3,AT,7,7,20,1.2429,0.28911608
3,AT,3,6,40,0.8286,0.28911608
3,AT,3,6,18,1.2429,0.28911608
3,AT,5,6,38,0.8286,0.28911608
3,AT,1,4,45,0.8286,0.28911608
3,AT,0,77,60,0.4143,0.28911608
3,AT,2,6,50,0.8286,0.28911608
3,AT,4,6,46,0.8286,0.28911608
3,AT,1,5,40,0.8286,0.28911608
3,AT,3,6,35,0.8286,0.28911608
3,AT,2,4,30,0.8286,0.28911608
3,AT,6,3,42,1.6572,0.28911608
3,AT,3,6,45,0.8286,0.28911608
3,AT,6,6,45,1.6572,0.28911608
3,AT,2,4,20,0.4143,0.28911608
3,AT,4,7,666,1.6572,0.28911608
3,AT,3,3,42,1.2429,0.28911608
3,AT,7,6,40,1.2429,0.28911608
3,AT,7,6,30,1.2429,0.28911608
3,AT,2,7,5,1.6572,0.28911608
3,AT,6,7,40,0.8286,0.28911608
3,AT,2,6,45,1.6572,0.28911608
3,AT,1,7,30,1.6572,0.28911608
3,AT,7,6,60,0.8286,0.28911608
3,AT,2,7,20,0.8286,0.28911608
3,AT,6,6,50,0.8286,0.28911608
3,AT,0,6,30,1.6572,0.28911608
3,AT,2,6,45,0.8286,0.28911608
3,AT,4,5,39,0.4143,0.28911608
