essround,cntry,tvtot,sclmeet,wkhtot,dweight,pweight
3,GB,7,6,45,1.0725,2.0729616
3,GB,7,2,45,0.5362,2.0729616
3,GB,7,6,50,0.5362,2.0729616
3,GB,2,3,26,1.0725,2.0729616
3,GB,5,5,60,1.0725,2.0729616
3,GB,7,5,48,1.0725,2.0729616
3,GB,7,2,16,1.0725,2.0729616
3,GB,7,6,50,1.6087,2.0729616
3,GB,7,5,50,1.0725,2.0729616
3,GB,4,3,55,1.0725,2.0729616
3,GB,7,6,25,1.0725,2.0729616
3,GB,3,6,39,1.0725,2.0729616
3,GB,7,6,40,1.0725,2.0729616
3,GB,5,6,60,1.6087,2.0729616
3,GB,7,2,666,0.5362,2.0729616
3,GB,5,6,45,0.5362,2.0729616
3,GB,3,7,50,0.5362,2.0729616
3,GB,7,5,35,0.5362,2.0729616
3,GB,7,4,666,1.6087,2.0729616
3,GB,7,7,60,0.5362,2.0729616
3,GB,7,5,37,1.0725,2.0729616
3,GB,2,6,20,0.5362,2.0729616
3,GB,4,5,45,1.0725,2.0729616
3,GB,7,3,30,1.0725,2.0729616
3,GB,7,7,35,1.0725,2.0729616
3,GB,5,6,56,1.0725,2.0729616
3,GB,2,4,5,1.0725,2.0729616
3,GB,6,6,7,0.5362,2.0729616
3,GB,4,6,45,0.5362,2.0729616
3,GB,4,4,40,2.1449,2.0729616
3,GB,7,6,40,1.0725,2.0729616
3,GB,2,6,45,0.5362,2.0729616
3,GB,3,5,42,1.0725,2.0729616
3,GB,5,3,55,1.0725,2.0729616
3,GB,4,3,18,1.6087,2.0729616
3,GB,6,6,36,1.0725,2.0729616
3,GB,5,4,36,0.5362,2.0729616
3,GB,7,3,38,1.0725,2.0729616
3,GB,7,5,46,0.5362,2.0729616
3,GB,6,6,37,1.0725,2.0729616
3,GB,7,1,37,1.0725,2.0729616
3,GB,0,5,50,1.0725,2.0729616
3,GB,7,2,32,1.0725,2.0729616
3,GB,6,6,5,1.0725,2.0729616
3,GB,7,3,42,0.5362,2.0729616
3,GB,7,6,666,1.0725,2.0729616
3,GB,5,6,18,1.0725,2.0729616
3,GB,4,6,65,0.5362,2.0729616
3,GB,2,5,45,1.0725,2.0729616
3,GB,4,5,39,0.5362,2.0729616
3,GB,7,3,12,1.0725,2.0729616
3,GB,4,7,24,1.0725,2.0729616
3,GB,2,6,50,1.0725,2.0729616
3,GB,3,7,53,1.0725,2.0729616
3,GB,4,7,36,0.5362,2.0729616
3,GB,6,5,36,1.0725,2.0729616
3,GB,4,3,20,2.1449,2.0729616
3,GB,6,5,666,1.6087,2.0729616
3,GB,7,6,20,1.0725,2.0729616
3,GB,3,5,4,0.5362,2.0729616
3,GB,7,6,50,0.5362,2.0729616
3,GB,6,5,35,1.0725,2.0729616
3,GB,5,4,50,1.0725,2.0729616
3,GB,5,5,42,0.5362,2.0729616
3,GB,4,6,40,0.5362,2.0729616
3,GB,0,4,40,1.0725,2.0729616
3,GB,7,4,65,1.0725,2.0729616
3,GB,3,2,21,1.0725,2.0729616
3,GB,3,4,47,0.5362,2.0729616
3,GB,2,3,20,0.5362,2.0729616
3,GB,4,3,666,1.0725,2.0729616
3,GB,3,6,50,1.0725,2.0729616
3,GB,4,5,43,1.0725,2.0729616
3,GB,2,6,52,1.0725,2.0729616
3,GB,4,3,38,1.0725,2.0729616
3,GB,2,6,42,0.5362,2.0729616
3,GB,5,7,666,1.6087,2.0729616
3,GB,4,3,30,1.0725,2.0729616
3,GB,7,3,888,1.0725,2.0729616
3,GB,0,4,56,0.5362,2.0729616
3,GB,6,6,55,1.0725,2.0729616
3,GB,5,5,666,1.6087,2.0729616
3,GB,7,6,50,1.0725,2.0729616
3,GB,4,6,55,1.6087,2.0729616
3,GB,7,4,888,2.1449,2.0729616
3,GB,7,5,20,1.0725,2.0729616
3,GB,6,5,40,0.5362,2.0729616
3,GB,7,5,10,1.0725,2.0729616
3,GB,7,3,36,1.0725,2.0729616
3,GB,6,6,37,0.5362,2.0729616
3,GB,7,6,50,1.0725,2.0729616
3,GB,7,6,39,1.6087,2.0729616
3,GB,2,6,45,1.0725,2.0729616
3,GB,7,5,60,1.6087,2.0729616
3,GB,5,7,35,1.6087,2.0729616
3,GB,3,7,40,1.0725,2.0729616
3,GB,7,6,40,1.0725,2.0729616
3,GB,7,6,40,0.5362,2.0729616
3,GB,6,5,45,2.6812,2.0729616
3,GB,4,4,40,0.5362,2.0729616
3,GB,5,4,36,1.6087,2.0729616
3,GB,4,5,20,1.0725,2.0729616
3,GB,7,6,19,2.1449,2.0729616
3,GB,7,3,45,2.1449,2.0729616
3,GB,1,5,666,0.5362,2.0729616
3,GB,2,5,40,0.5362,2.0729616
3,GB,6,6,666,1.6087,2.0729616
3,GB,5,5,44,0.5362,2.0729616
3,GB,2,4,50,1.0725,2.0729616
3,GB,2,4,28,0.5362,2.0729616
3,GB,5,6,9,2.6812,2.0729616
3,GB,6,7,45,2.6812,2.0729616
3,GB,6,3,40,0.5362,2.0729616
3,GB,4,6,38,0.5362,2.0729616
3,GB,7,6,40,1.0725,2.0729616
3,GB,7,6,29,1.0725,2.0729616
3,GB,0,6,65,1.6087,2.0729616
3,GB,6,5,40,1.0725,2.0729616
3,GB,6,2,26,1.6087,2.0729616
3,GB,2,6,60,1.0725,2.0729616
3,GB,7,6,25,0.5362,2.0729616
3,GB,7,3,50,1.0725,2.0729616
3,GB,2,6,888,1.6087,2.0729616
3,GB,5,5,37,0.5362,2.0729616
3,GB,3,6,48,2.1449,2.0729616
3,GB,6,6,666,1.0725,2.0729616
3,GB,7,3,60,1.0725,2.0729616
3,GB,6,5,40,0.5362,2.0729616
3,GB,7,4,30,0.5362,2.0729616
3,GB,2,4,666,1.0725,2.0729616
3,GB,7,6,50,1.6087,2.0729616
3,GB,7,6,35,0.5362,2.0729616
3,GB,2,4,43,1.0725,2.0729616
3,GB,7,3,666,0.5362,2.0729616
3,GB,7,2,20,1.0725,2.0729616
3,GB,2,7,666,1.0725,2.0729616
3,GB,7,6,37,1.0725,2.0729616
3,GB,7,7,38,1.0725,2.0729616
3,GB,3,7,666,0.5362,2.0729616
3,GB,7,7,15,1.6087,2.0729616
3,GB,6,6,39,1.0725,2.0729616
3,GB,7,4,666,0.5362,2.0729616
3,GB,4,3,48,1.0725,2.0729616
3,GB,7,4,37,1.0725,2.0729616
3,GB,6,7,666,0.5362,2.0729616
3,GB,3,5,40,1.0725,2.0729616
3,GB,4,6,45,2.1449,2.0729616
3,GB,7,6,666,1.0725,2.0729616
3,GB,4,6,35,1.6087,2.0729616
3,GB,7,7,35,0.5362,2.0729616
3,GB,5,5,40,1.0725,2.0729616
3,GB,1,7,40,1.0725,2.0729616
3,GB,5,5,23,0.5362,2.0729616
3,GB,4,4,666,0.5362,2.0729616
3,GB,5,5,40,1.0725,2.0729616
3,GB,7,7,888,0.5362,2.0729616
3,GB,7,6,17,1.6087,2.0729616
3,GB,7,3,45,0.5362,2.0729616
3,GB,3,6,48,1.0725,2.0729616
3,GB,5,5,40,1.0725,2.0729616
3,GB,7,5,35,1.0725,2.0729616
3,GB,0,7,40,0.5362,2.0729616
3,GB,7,5,14,0.5362,2.0729616
3,GB,7,5,37,1.0725,2.0729616
3,GB,7,6,30,0.5362,2.0729616
3,GB,7,5,15,0.5362,2.0729616
3,GB,4,6,45,1.0725,2.0729616
3,GB,6,5,30,1.0725,2.0729616
3,GB,7,7,45,1.0725,2.0729616
3,GB,2,5,44,0.5362,2.0729616
3,GB,2,6,40,1.0725,2.0729616
3,GB,7,4,40,0.5362,2.0729616
3,GB,5,7,50,2.1449,2.0729616
3,GB,4,6,40,1.0725,2.0729616
3,GB,2,6,44,1.0725,2.0729616
3,GB,1,6,45,0.5362,2.0729616
3,GB,6,7,40,0.5362,2.0729616
3,GB,0,6,44,0.5362,2.0729616
3,GB,7,6,39,1.0725,2.0729616
3,GB,2,4,50,1.0725,2.0729616
3,GB,7,6,35,0.5362,2.0729616
3,GB,7,6,30,1.0725,2.0729616
3,GB,3,5,63,1.0725,2.0729616
3,GB,7,6,18,0.5362,2.0729616
3,GB,7,4,40,1.0725,2.0729616
3,GB,2,6,78,0.5362,2.0729616
3,GB,0,7,666,0.5362,2.0729616
3,GB,4,6,50,0.5362,2.0729616
3,GB,3,7,40,2.1449,2.0729616
3,GB,6,4,42,1.0725,2.0729616
3,GB,2,6,30,1.6087,2.0729616
3,GB,1,4,37,1.0725,2.0729616
3,GB,6,6,34,0.5362,2.0729616
3,GB,2,6,50,0.5362,2.0729616
3,GB,6,7,16,1.0725,2.0729616
3,GB,0,7,12,0.5362,2.0729616
3,GB,7,7,40,1.0725,2.0729616
3,GB,6,5,40,1.0725,2.0729616
3,GB,7,6,50,1.0725,2.0729616
3,GB,0,4,40,0.5362,2.0729616
3,GB,6,2,666,1.6087,2.0729616
3,GB,5,6,55,0.5362,2.0729616
3,GB,7,6,8,0.5362,2.0729616
3,GB,2,7,50,0.5362,2.0729616
3,GB,1,4,888,2.6812,2.0729616
3,GB,2,4,20,0.5362,2.0729616
3,GB,1,4,38,0.5362,2.0729616
3,GB,2,4,666,1.6087,2.0729616
3,GB,7,6,40,1.6087,2.0729616
3,GB,5,7,40,1.0725,2.0729616
3,GB,1,3,50,1.0725,2.0729616
3,GB,1,3,666,0.5362,2.0729616
3,GB,1,3,888,2.1449,2.0729616
3,GB,7,7,16,0.5362,2.0729616
3,GB,4,2,10,1.6087,2.0729616
3,GB,3,6,666,1.0725,2.0729616
3,GB,4,7,20,0.5362,2.0729616
3,GB,3,4,32,1.0725,2.0729616
3,GB,2,1,17,0.5362,2.0729616
3,GB,7,4,36,0.5362,2.0729616
3,GB,7,5,45,0.5362,2.0729616
3,GB,3,5,40,1.0725,2.0729616
3,GB,0,7,40,1.0725,2.0729616
3,GB,4,7,24,1.6087,2.0729616
3,GB,1,5,70,0.5362,2.0729616
3,GB,7,6,40,1.0725,2.0729616
3,GB,6,5,36,1.0725,2.0729616
3,GB,6,6,40,0.5362,2.0729616
3,GB,3,5,55,0.5362,2.0729616
3,GB,2,6,666,0.5362,2.0729616
3,GB,7,6,666,2.6812,2.0729616
3,GB,7,7,666,0.5362,2.0729616
3,GB,7,1,50,0.5362,2.0729616
3,GB,3,4,39,1.0725,2.0729616
3,GB,3,1,40,1.6087,2.0729616
3,GB,1,4,40,1.0725,2.0729616
3,GB,2,4,20,2.1449,2.0729616
3,GB,3,88,20,0.5362,2.0729616
3,GB,4,7,39,1.0725,2.0729616
3,GB,2,4,65,0.5362,2.0729616
3,GB,3,4,20,1.6087,2.0729616
3,GB,3,7,50,0.5362,2.0729616
3,GB,6,5,40,0.5362,2.0729616
3,GB,3,6,62,1.0725,2.0729616
3,GB,7,4,666,1.6087,2.0729616
3,GB,4,5,888,2.1449,2.0729616
3,GB,5,6,888,0.5362,2.0729616
3,GB,5,3,40,1.0725,2.0729616
3,GB,7,6,60,0.5362,2.0729616
3,GB,7,6,42,1.6087,2.0729616
3,GB,7,6,47,0.5362,2.0729616
3,GB,6,2,56,0.5362,2.0729616
3,GB,2,4,25,0.5362,2.0729616
3,GB,7,5,666,0.5362,2.0729616
3,GB,7,6,38,1.0725,2.0729616
3,GB,6,4,38,0.5362,2.0729616
3,GB,7,7,30,0.5362,2.0729616
3,GB,0,4,888,0.5362,2.0729616
3,GB,6,4,25,1.0725,2.0729616
3,GB,2,4,70,0.5362,2.0729616
3,GB,7,6,48,0.5362,2.0729616
3,GB,7,2,666,0.5362,2.0729616
3,GB,2,3,37,0.5362,2.0729616
3,GB,5,5,37,1.0725,2.0729616
3,GB,4,4,43,1.0725,2.0729616
3,GB,4,7,35,0.5362,2.0729616
3,GB,5,4,38,1.0725,2.0729616
3,GB,7,3,60,0.5362,2.0729616
3,GB,6,6,45,0.5362,2.0729616
3,GB,7,7,21,0.5362,2.0729616
3,GB,7,3,40,2.1449,2.0729616
3,GB,4,5,50,0.5362,2.0729616
3,GB,3,5,15,0.5362,2.0729616
3,GB,4,6,39,0.5362,2.0729616
3,GB,7,6,8,0.5362,2.0729616
3,GB,4,2,21,1.0725,2.0729616
3,GB,3,4,37,0.5362,2.0729616
3,GB,7,7,30,1.0725,2.0729616
3,GB,3,3,44,1.0725,2.0729616
3,GB,2,6,50,0.5362,2.0729616
3,GB,7,7,20,0.5362,2.0729616
3,GB,2,6,50,1.0725,2.0729616
3,GB,2,6,41,0.5362,2.0729616
3,GB,6,7,10,1.0725,2.0729616
3,GB,7,3,45,0.5362,2.0729616
3,GB,2,4,40,1.0725,2.0729616
3,GB,7,7,39,1.6087,2.0729616
3,GB,5,6,55,1.0725,2.0729616
3,GB,6,3,45,1.0725,2.0729616
3,GB,7,6,12,0.5362,2.0729616
3,GB,7,6,666,1.0725,2.0729616
3,GB,0,2,35,0.5362,2.0729616
3,GB,5,5,70,1.0725,2.0729616
3,GB,7,3,26,1.6087,2.0729616
3,GB,4,6,38,1.0725,2.0729616
3,GB,3,6,39,0.5362,2.0729616
3,GB,3,5,20,1.0725,2.0729616
3,GB,7,6,35,0.5362,2.0729616
3,GB,6,5,30,1.0725,2.0729616
3,GB,7,7,10,0.5362,2.0729616
3,GB,5,5,55,1.0725,2.0729616
3,GB,5,6,40,0.5362,2.0729616
3,GB,7,7,20,1.0725,2.0729616
3,GB,3,6,42,1.0725,2.0729616
3,GB,3,7,40,1.0725,2.0729616
3,GB,5,6,53,1.0725,2.0729616
3,GB,7,6,20,1.0725,2.0729616
3,GB,6,6,40,0.5362,2.0729616
3,GB,6,4,35,1.0725,2.0729616
3,GB,4,6,20,1.0725,2.0729616
3,GB,7,2,888,0.5362,2.0729616
3,GB,4,5,45,0.5362,2.0729616
3,GB,5,6,16,1.0725,2.0729616
3,GB,5,6,12,0.5362,2.0729616
3,GB,4,6,50,0.5362,2.0729616
3,GB,4,6,45,0.5362,2.0729616
3,GB,2,6,46,0.5362,2.0729616
3,GB,5,7,30,1.6087,2.0729616
3,GB,3,7,38,0.5362,2.0729616
3,GB,5,6,50,1.0725,2.0729616
3,GB,1,4,38,1.0725,2.0729616
3,GB,3,5,37,1.0725,2.0729616
3,GB,7,2,36,2.1449,2.0729616
3,GB,3,6,16,1.0725,2.0729616
3,GB,2,6,38,1.6087,2.0729616
3,GB,7,7,45,1.0725,2.0729616
3,GB,3,6,36,1.0725,2.0729616
3,GB,7,3,30,1.0725,2.0729616
3,GB,4,6,14,1.0725,2.0729616
3,GB,7,6,43,1.0725,2.0729616
3,GB,2,4,16,0.5362,2.0729616
3,GB,5,4,40,0.5362,2.0729616
3,GB,1,7,36,0.5362,2.0729616
3,GB,5,5,70,1.0725,2.0729616
3,GB,3,2,35,1.0725,2.0729616
3,GB,4,6,35,1.6087,2.0729616
3,GB,6,6,37,0.5362,2.0729616
3,GB,5,4,30,0.5362,2.0729616
3,GB,7,5,48,2.1449,2.0729616
3,GB,6,6,40,0.5362,2.0729616
3,GB,7,7,25,0.5362,2.0729616
3,GB,7,6,666,1.0725,2.0729616
3,GB,4,7,35,0.5362,2.0729616
3,GB,2,7,666,0.5362,2.0729616
3,GB,4,6,0,1.6087,2.0729616
3,GB,6,6,30,0.5362,2.0729616
3,GB,5,2,22,1.0725,2.0729616
3,GB,7,5,10,1.0725,2.0729616
3,GB,7,3,48,1.0725,2.0729616
3,GB,6,5,37,1.0725,2.0729616
3,GB,7,5,20,1.0725,2.0729616
3,GB,6,6,15,1.0725,2.0729616
3,GB,5,5,30,1.0725,2.0729616
3,GB,7,5,10,0.5362,2.0729616
3,GB,7,7,20,1.0725,2.0729616
3,GB,6,5,40,1.0725,2.0729616
3,GB,6,6,40,1.0725,2.0729616
3,GB,4,7,40,2.1449,2.0729616
3,GB,2,6,35,1.0725,2.0729616
3,GB,5,3,60,0.5362,2.0729616
3,GB,5,4,50,1.0725,2.0729616
3,GB,7,6,47,1.0725,2.0729616
3,GB,4,6,30,2.6812,2.0729616
3,GB,5,6,29,1.0725,2.0729616
3,GB,6,4,23,1.0725,2.0729616
3,GB,1,7,50,1.0725,2.0729616
3,GB,7,7,48,0.5362,2.0729616
3,GB,5,5,40,2.1449,2.0729616
3,GB,3,3,38,1.6087,2.0729616
3,GB,7,5,20,1.0725,2.0729616
3,GB,6,6,44,0.5362,2.0729616
3,GB,4,5,888,1.0725,2.0729616
3,GB,2,6,10,1.0725,2.0729616
3,GB,5,5,30,2.1449,2.0729616
3,GB,4,6,35,0.5362,2.0729616
3,GB,5,5,38,1.0725,2.0729616
3,GB,5,4,60,1.6087,2.0729616
3,GB,5,5,37,1.0725,2.0729616
3,GB,2,2,24,1.0725,2.0729616
3,GB,3,7,10,1.0725,2.0729616
3,GB,3,2,40,2.1449,2.0729616
3,GB,7,5,40,1.0725,2.0729616
3,GB,7,1,37,1.0725,2.0729616
3,GB,5,5,29,1.0725,2.0729616
3,GB,3,6,35,0.5362,2.0729616
3,GB,7,7,13,1.6087,2.0729616
3,GB,4,6,47,0.5362,2.0729616
3,GB,7,6,38,0.5362,2.0729616
3,GB,7,6,25,1.0725,2.0729616
3,GB,3,3,60,1.0725,2.0729616
3,GB,2,4,41,0.5362,2.0729616
3,GB,4,4,37,1.0725,2.0729616
3,GB,7,7,44,1.0725,2.0729616
3,GB,7,4,18,0.5362,2.0729616
3,GB,5,6,16,0.5362,2.0729616
3,GB,7,6,20,1.0725,2.0729616
3,GB,2,6,24,0.5362,2.0729616
3,GB,5,4,43,1.0725,2.0729616
3,GB,7,5,45,0.5362,2.0729616
3,GB,4,6,40,0.5362,2.0729616
3,GB,6,6,40,1.0725,2.0729616
3,GB,3,7,40,1.6087,2.0729616
3,GB,7,5,60,0.5362,2.0729616
3,GB,6,4,666,2.1449,2.0729616
3,GB,7,6,30,1.0725,2.0729616
3,GB,7,7,4,2.1449,2.0729616
3,GB,5,4,16,0.5362,2.0729616
3,GB,7,6,42,1.6087,2.0729616
3,GB,4,6,38,1.6087,2.0729616
3,GB,6,4,39,1.0725,2.0729616
3,GB,7,4,22,1.0725,2.0729616
3,GB,3,5,39,1.0725,2.0729616
3,GB,7,6,18,1.0725,2.0729616
3,GB,7,6,45,1.0725,2.0729616
3,GB,4,3,42,0.5362,2.0729616
3,GB,7,6,45,0.5362,2.0729616
3,GB,7,6,30,0.5362,2.0729616
3,GB,7,2,40,1.0725,2.0729616
3,GB,4,4,11,3.7537,2.0729616
3,GB,2,5,44,1.0725,2.0729616
3,GB,7,5,45,1.0725,2.0729616
3,GB,2,6,12,2.1449,2.0729616
3,GB,7,6,50,0.5362,2.0729616
3,GB,5,6,20,0.5362,2.0729616
3,GB,1,5,60,0.5362,2.0729616
3,GB,7,6,888,0.5362,2.0729616
3,GB,6,2,666,1.0725,2.0729616
3,GB,1,5,60,1.0725,2.0729616
3,GB,7,5,37,1.0725,2.0729616
3,GB,6,4,30,1.0725,2.0729616
3,GB,5,5,45,2.6812,2.0729616
3,GB,7,3,37,1.6087,2.0729616
3,GB,5,5,25,1.0725,2.0729616
3,GB,6,4,35,1.0725,2.0729616
3,GB,5,6,40,1.0725,2.0729616
3,GB,0,6,45,1.0725,2.0729616
3,GB,3,6,35,0.5362,2.0729616
3,GB,7,4,48,1.0725,2.0729616
3,GB,7,6,43,1.0725,2.0729616
3,GB,5,6,50,1.0725,2.0729616
3,GB,7,6,37,1.0725,2.0729616
3,GB,7,5,42,0.5362,2.0729616
3,GB,6,4,50,1.0725,2.0729616
3,GB,5,3,50,1.0725,2.0729616
3,GB,6,4,38,1.0725,2.0729616
3,GB,7,5,65,1.0725,2.0729616
3,GB,6,6,16,0.5362,2.0729616
3,GB,3,3,22,1.0725,2.0729616
3,GB,5,4,25,0.5362,2.0729616
3,GB,4,6,50,0.5362,2.0729616
3,GB,0,5,10,0.5362,2.0729616
3,GB,7,7,59,0.5362,2.0729616
3,GB,6,4,38,1.0725,2.0729616
3,GB,3,6,47,0.5362,2.0729616
3,GB,7,6,40,1.0725,2.0729616
3,GB,3,5,41,2.1449,2.0729616
3,GB,5,1,65,1.6087,2.0729616
3,GB,7,6,40,0.5362,2.0729616
3,GB,6,2,37,0.5362,2.0729616
3,GB,7,7,33,0.5362,2.0729616
3,GB,6,7,40,0.5362,2.0729616
3,GB,5,6,41,1.0725,2.0729616
3,GB,3,5,45,1.0725,2.0729616
3,GB,2,5,52,1.0725,2.0729616
3,GB,6,6,48,1.0725,2.0729616
3,GB,7,7,80,1.0725,2.0729616
3,GB,6,6,45,1.0725,2.0729616
3,GB,1,1,25,1.0725,2.0729616
3,GB,2,6,37,2.6812,2.0729616
3,GB,5,5,44,1.6087,2.0729616
3,GB,4,7,29,1.0725,2.0729616
3,GB,3,6,45,1.0725,2.0729616
3,GB,7,7,38,2.1449,2.0729616
3,GB,7,4,60,1.0725,2.0729616
3,GB,7,6,6,1.0725,2.0729616
3,GB,3,4,48,1.0725,2.0729616
3,GB,6,7,18,1.6087,2.0729616
3,GB,6,5,46,1.0725,2.0729616
3,GB,7,5,20,1.0725,2.0729616
3,GB,2,5,40,1.0725,2.0729616
3,GB,5,6,15,0.5362,2.0729616
3,GB,7,4,50,1.0725,2.0729616
3,GB,3,5,40,1.6087,2.0729616
3,GB,6,6,30,0.5362,2.0729616
3,GB,5,6,44,1.0725,2.0729616
3,GB,4,3,47,2.1449,2.0729616
3,GB,7,2,10,1.0725,2.0729616
3,GB,6,6,39,1.0725,2.0729616
3,GB,7,2,40,1.6087,2.0729616
3,GB,7,2,40,1.0725,2.0729616
3,GB,7,2,888,0.5362,2.0729616
3,GB,6,4,55,0.5362,2.0729616
3,GB,3,4,32,0.5362,2.0729616
3,GB,7,5,60,0.5362,2.0729616
3,GB,7,1,47,0.5362,2.0729616
3,GB,7,6,60,1.0725,2.0729616
3,GB,5,5,50,0.5362,2.0729616
3,GB,7,7,888,1.0725,2.0729616
3,GB,2,6,21,0.5362,2.0729616
3,GB,6,4,45,0.5362,2.0729616
3,GB,4,7,30,1.6087,2.0729616
3,GB,0,6,888,0.5362,2.0729616
3,GB,7,7,35,1.0725,2.0729616
3,GB,5,5,15,3.7537,2.0729616
3,GB,7,6,2,1.0725,2.0729616
3,GB,7,6,24,0.5362,2.0729616
3,GB,1,6,50,0.5362,2.0729616
3,GB,4,6,2,1.6087,2.0729616
3,GB,0,4,50,1.0725,2.0729616
3,GB,5,6,32,1.0725,2.0729616
3,GB,5,7,45,0.5362,2.0729616
3,GB,4,6,22,1.0725,2.0729616
3,GB,2,5,58,0.5362,2.0729616
3,GB,5,3,666,0.5362,2.0729616
3,GB,7,5,40,0.5362,2.0729616
3,GB,3,5,35,1.0725,2.0729616
3,GB,3,6,40,0.5362,2.0729616
3,GB,7,5,42,0.5362,2.0729616
3,GB,6,7,40,0.5362,2.0729616
3,GB,2,5,45,0.5362,2.0729616
3,GB,7,4,45,1.0725,2.0729616
3,GB,7,6,10,0.5362,2.0729616
3,GB,2,6,55,0.5362,2.0729616
3,GB,7,4,24,0.5362,2.0729616
3,GB,1,5,40,1.0725,2.0729616
3,GB,5,3,28,0.5362,2.0729616
3,GB,4,2,18,2.6812,2.0729616
3,GB,5,7,60,1.0725,2.0729616
3,GB,6,6,30,0.5362,2.0729616
3,GB,3,2,14,0.5362,2.0729616
3,GB,3,6,38,1.0725,2.0729616
3,GB,7,7,15,1.6087,2.0729616
3,GB,7,4,52,1.0725,2.0729616
3,GB,3,6,25,1.0725,2.0729616
3,GB,3,7,20,0.5362,2.0729616
3,GB,3,7,666,2.1449,2.0729616
3,GB,7,2,45,1.0725,2.0729616
3,GB,4,3,27,1.0725,2.0729616
3,GB,7,7,85,1.0725,2.0729616
3,GB,2,5,17,1.6087,2.0729616
3,GB,2,4,40,1.6087,2.0729616
3,GB,7,7,12,0.5362,2.0729616
3,GB,6,4,20,1.0725,2.0729616
3,GB,7,3,55,1.0725,2.0729616
3,GB,7,5,40,1.0725,2.0729616
3,GB,1,6,40,1.6087,2.0729616
3,GB,7,4,37,1.6087,2.0729616
3,GB,7,5,22,2.1449,2.0729616
3,GB,7,5,37,1.0725,2.0729616
3,GB,5,4,24,0.5362,2.0729616
3,GB,7,5,40,0.5362,2.0729616
3,GB,6,7,15,0.5362,2.0729616
3,GB,6,5,50,0.5362,2.0729616
3,GB,7,6,45,0.5362,2.0729616
3,GB,4,6,19,0.5362,2.0729616
3,GB,6,6,42,0.5362,2.0729616
3,GB,5,6,20,0.5362,2.0729616
3,GB,7,6,20,1.0725,2.0729616
3,GB,6,7,25,0.5362,2.0729616
3,GB,7,3,42,1.0725,2.0729616
3,GB,7,5,34,0.5362,2.0729616
3,GB,3,7,45,1.6087,2.0729616
3,GB,5,6,25,1.6087,2.0729616
3,GB,5,7,666,1.6087,2.0729616
3,GB,4,6,37,1.0725,2.0729616
3,GB,5,5,35,0.5362,2.0729616
3,GB,1,7,666,1.6087,2.0729616
3,GB,6,5,40,1.0725,2.0729616
3,GB,7,3,40,1.0725,2.0729616
3,GB,0,6,42,1.0725,2.0729616
3,GB,6,6,56,1.0725,2.0729616
3,GB,1,6,65,0.5362,2.0729616
3,GB,5,5,4,1.0725,2.0729616
3,GB,2,5,80,0.5362,2.0729616
3,GB,1,6,24,1.6087,2.0729616
3,GB,6,6,50,1.0725,2.0729616
3,GB,6,7,50,1.0725,2.0729616
3,GB,7,3,43,1.0725,2.0729616
3,GB,4,5,38,0.5362,2.0729616
3,GB,2,3,55,0.5362,2.0729616
3,GB,3,6,10,1.6087,2.0729616
3,GB,7,7,4,1.0725,2.0729616
3,GB,2,5,888,1.0725,2.0729616
3,GB,6,5,40,1.0725,2.0729616
3,GB,6,6,45,1.0725,2.0729616
3,GB,4,6,40,0.5362,2.0729616
3,GB,4,5,30,1.6087,2.0729616
3,GB,7,5,20,1.0725,2.0729616
3,GB,7,6,50,0.5362,2.0729616
3,GB,4,6,40,2.1449,2.0729616
3,GB,4,2,45,1.6087,2.0729616
3,GB,4,6,33,1.0725,2.0729616
3,GB,5,2,45,0.5362,2.0729616
3,GB,7,5,42,1.0725,2.0729616
3,GB,7,6,35,0.5362,2.0729616
3,GB,7,5,42,1.0725,2.0729616
3,GB,5,7,16,1.6087,2.0729616
3,GB,5,3,42,1.0725,2.0729616
3,GB,7,6,39,0.5362,2.0729616
3,GB,6,6,39,1.6087,2.0729616
3,GB,6,6,39,0.5362,2.0729616
3,GB,3,7,666,1.6087,2.0729616
3,GB,7,6,40,0.5362,2.0729616
3,GB,6,4,33,1.0725,2.0729616
3,GB,6,5,38,0.5362,2.0729616
3,GB,3,5,39,0.5362,2.0729616
3,GB,5,7,16,1.0725,2.0729616
3,GB,5,6,40,1.6087,2.0729616
3,GB,7,6,35,1.0725,2.0729616
3,GB,7,6,35,0.5362,2.0729616
3,GB,7,3,35,1.0725,2.0729616
3,GB,7,6,37,0.5362,2.0729616
3,GB,0,3,60,0.5362,2.0729616
3,GB,3,6,2,0.5362,2.0729616
3,GB,7,4,55,1.0725,2.0729616
3,GB,7,5,48,1.6087,2.0729616
3,GB,2,4,40,1.6087,2.0729616
3,GB,7,4,40,0.5362,2.0729616
3,GB,3,6,40,0.5362,2.0729616
3,GB,7,5,42,1.0725,2.0729616
3,GB,3,2,29,1.0725,2.0729616
3,GB,7,7,13,1.0725,2.0729616
3,GB,2,6,60,0.5362,2.0729616
3,GB,7,4,43,1.0725,2.0729616
3,GB,4,3,38,1.0725,2.0729616
3,GB,5,7,16,1.0725,2.0729616
3,GB,4,5,65,1.0725,2.0729616
3,GB,7,6,0,1.0725,2.0729616
3,GB,6,5,50,1.6087,2.0729616
3,GB,3,6,50,1.0725,2.0729616
3,GB,3,6,40,1.6087,2.0729616
3,GB,6,4,40,1.0725,2.0729616
3,GB,2,7,45,0.5362,2.0729616
3,GB,3,6,666,2.1449,2.0729616
