STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,sex,Sex,reason,Reason,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",DK,Denmark,2019,,0.5,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",DK,Denmark,2020,,0.4,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",DK,Denmark,2021,,0.7,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",DK,Denmark,2022,,0.5,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",DK,Denmark,2023,,1.0,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",DK,Denmark,2024,,0.4,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",DK,Denmark,2025,,0.5,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2016,,0.1,,e,estimated,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2017,,0.1,,e,estimated,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2018,,0.1,,e,estimated,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2019,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2020,,0.1,,e,estimated,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2021,,0.2,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA18,Euro area - 18 countries (2014),2016,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA18,Euro area - 18 countries (2014),2017,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA18,Euro area - 18 countries (2014),2018,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA18,Euro area - 18 countries (2014),2019,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA18,Euro area - 18 countries (2014),2020,,0.1,,e,estimated,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA19,Euro area - 19 countries  (2015-2022),2016,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA19,Euro area - 19 countries  (2015-2022),2017,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA19,Euro area - 19 countries  (2015-2022),2018,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA19,Euro area - 19 countries  (2015-2022),2019,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA19,Euro area - 19 countries  (2015-2022),2020,,0.1,,e,estimated,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA19,Euro area - 19 countries  (2015-2022),2021,,0.2,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA20,Euro area – 20 countries (2023-2025),2016,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA20,Euro area – 20 countries (2023-2025),2017,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA20,Euro area – 20 countries (2023-2025),2018,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA20,Euro area – 20 countries (2023-2025),2019,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA20,Euro area – 20 countries (2023-2025),2020,,0.2,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA20,Euro area – 20 countries (2023-2025),2021,,0.2,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA20,Euro area – 20 countries (2023-2025),2022,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA20,Euro area – 20 countries (2023-2025),2023,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA20,Euro area – 20 countries (2023-2025),2024,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA20,Euro area – 20 countries (2023-2025),2025,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EA21,Euro area – 21 countries (from 2026),2025,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EE,Estonia,2016,,0,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EE,Estonia,2017,,0.0,,n,not significant,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EE,Estonia,2018,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EE,Estonia,2019,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EE,Estonia,2020,,0.0,,n,not significant,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EE,Estonia,2021,,0.0,,n,not significant,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EE,Estonia,2022,,0.0,,n,not significant,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EE,Estonia,2023,,0.0,,n,not significant,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EE,Estonia,2024,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EE,Estonia,2025,,0.2,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EL,Greece,2016,,0,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EL,Greece,2017,,0.1,,,,,
dataflow,ESTAT:HLTH_SILC_14$DV_3522(1.0),"Self-reported unmet needs for medical examination by sex, age, main reason declared and educational attainment level",A,Annual,PC,Percentage,TOTAL,All ISCED 2011 levels,Y16-24,From 16 to 24 years,T,Total,FEAR_DR_HSP,"Fear of doctor, hospital, examination or treatment",EL,Greece,2018,,0.2,,,,,
