essround,cntry,dweight,pweight,anweight,sclmeet,wkhtot
8,AT,0.8932074,0.3703929,0.2698772,4,40
8,AT,1.1410472,0.3703929,0.36206394,6,70
8,AT,0.826237,0.3703929,0.23766702,6,43
8,AT,0.46953857,0.3703929,0.2860827,6,45
8,AT,2.049286,0.3703929,1.3703507,4,48
8,AT,1.3404629,0.3703929,0.7846575,6,20
8,AT,1.017525,0.3703929,0.4980723,4,46
8,AT,1.0092835,0.3703929,0.29699472,6,30
8,AT,0.578808,0.3703929,0.14041057,3,40
8,AT,1.0553485,0.3703929,0.25601256,5,60
8,AT,1.0308735,0.3703929,0.33657244,7,777
8,AT,0.82635325,0.3703929,0.31834802,5,40
8,AT,1.296011,0.3703929,0.6394114,4,24
8,AT,0.42627102,0.3703929,0.19585001,4,888
8,AT,0.9068252,0.3703929,0.25582263,6,20
8,AT,0.61473596,0.3703929,0.17224886,7,50
8,AT,0.8102303,0.3703929,0.6691004,6,39
8,AT,0.4934278,0.3703929,0.3048836,6,666
8,AT,0.889293,0.3703929,0.21454573,2,40
8,AT,1.0110208,0.3703929,0.28381783,4,75
8,AT,0.80677664,0.3703929,0.19705898,4,45
8,AT,1.2308779,0.3703929,0.725826,6,30
8,AT,1.8672386,0.3703929,0.70548433,6,45
8,AT,1.3422717,0.3703929,0.3238288,6,52
8,AT,0.66455954,0.3703929,0.18655781,4,39
8,AT,1.1907046,0.3703929,0.4069161,7,888
8,AT,0.8259059,0.3703929,0.19925329,3,40
8,AT,0.5046418,0.3703929,0.14140055,6,25
8,AT,0.57239133,0.3703929,0.16068402,6,55
8,AT,1.2294719,0.3703929,0.88872784,4,46
8,AT,0.81023026,0.3703929,0.22857228,4,39
8,AT,0.8259059,0.3703929,0.40747634,3,30
8,AT,0.76749814,0.3703929,0.23189496,5,42
8,AT,1.2411673,0.3703929,0.7767445,3,50
8,AT,1.0742333,0.3703929,0.25733137,5,42
8,AT,0.889293,0.3703929,0.21560329,3,40
8,AT,0.41317663,0.3703929,0.11885023,5,40
8,AT,1.0110207,0.3703929,0.285217,4,40
8,AT,0.8611314,0.3703929,0.20106637,6,45
8,AT,1.2059313,0.3703929,0.86057925,6,40
8,AT,0.6874931,0.3703929,0.16677603,4,45
8,AT,0.5902896,0.3703929,0.21863876,4,70
