STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,frequenc,Frequency,pers_cat,Category of persons,deg_urb,Degree of urbanisation,hhcomp,Household composition,quant_inc,Income quantile,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EE,Estonia,2022,,8.0,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EL,Greece,2015,,3.2,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EL,Greece,2022,,3.2,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,ES,Spain,2015,,5.4,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,ES,Spain,2022,,6.0,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,8.3,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2022,,7.1,,e,estimated,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2015,,6.6,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2022,,6.0,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2015,,7.6,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2022,,9.7,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2015,,6.0,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2022,,5.3,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2015,,12.4,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HU,Hungary,2022,,9.9,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2015,,4.7,,u,low reliability,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IE,Ireland,2022,,7.0,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IS,Iceland,2015,,6.8,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2015,,7.5,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,IT,Italy,2022,,4.9,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2015,,12.3,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LT,Lithuania,2022,,8.2,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2015,,6.7,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LU,Luxembourg,2022,,7.5,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LV,Latvia,2015,,9.8,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,LV,Latvia,2022,,5.6,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,MT,Malta,2015,,8.6,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,MT,Malta,2022,,7.1,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NL,Netherlands,2015,,4.1,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NL,Netherlands,2022,,4.5,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NO,Norway,2015,,4.1,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,NO,Norway,2022,,2.1,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PL,Poland,2015,,17.4,,u,low reliability,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PL,Poland,2022,,7.7,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PT,Portugal,2015,,9.9,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PT,Portugal,2022,,9.1,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RO,Romania,2015,,14.5,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RO,Romania,2022,,9.6,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RS,Serbia,2015,,6.2,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RS,Serbia,2022,,3.8,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SE,Sweden,2015,,4.8,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SE,Sweden,2022,,7.0,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SI,Slovenia,2015,,8.2,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SI,Slovenia,2022,,6.9,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SK,Slovakia,2015,,10.0,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SK,Slovakia,2022,,9.5,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,1M,Once a month,FRD,Friends,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,UK,United Kingdom,2015,,6.1,,u,low reliability,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,DAY,Every day,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,AL,Albania,2022,,54.3,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,DAY,Every day,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,AT,Austria,2015,,20.5,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,DAY,Every day,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,AT,Austria,2022,,35.6,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,DAY,Every day,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BE,Belgium,2015,,24.2,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,DAY,Every day,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BE,Belgium,2022,,25.5,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,DAY,Every day,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BG,Bulgaria,2015,,29.7,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,DAY,Every day,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BG,Bulgaria,2022,,55.1,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,DAY,Every day,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CH,Switzerland,2015,,25.5,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,DAY,Every day,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CH,Switzerland,2022,,32.3,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,DAY,Every day,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CY,Cyprus,2015,,61.1,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,DAY,Every day,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CY,Cyprus,2022,,73.9,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,DAY,Every day,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CZ,Czechia,2015,,24.0,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,DAY,Every day,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CZ,Czechia,2022,,30.7,,,,,
dataflow,ESTAT:ILC_SCP12$DV_2746(1.0),"Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency",A,Annual,DAY,Every day,FAM_REL,Family and relatives,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DE,Germany,2015,,26.2,,,,,
