STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,frequenc,Frequency,acl00,Classification of activities for time use,deg_urb,Degree of urbanisation,hhcomp,Household composition,quant_inc,Income quantile,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PL,Poland,2022,,50.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PT,Portugal,2015,,62.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,PT,Portugal,2022,,51.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RO,Romania,2015,,27.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RO,Romania,2022,,22.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RS,Serbia,2015,,29.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,RS,Serbia,2022,,30.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SE,Sweden,2015,,85.0,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SE,Sweden,2022,,62.7,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SI,Slovenia,2015,,70.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SI,Slovenia,2022,,56.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SK,Slovakia,2015,,59.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,SK,Slovakia,2022,,35.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE1,At least once,AC52A,"Cultural activities (cinema, live performances or cultural sites)",TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,UK,United Kingdom,2015,,74.8,,u,low reliability,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,AL,Albania,2022,,5.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,AT,Austria,2015,,19.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,AT,Austria,2022,,6.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BE,Belgium,2015,,22.7,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BE,Belgium,2022,,8.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BG,Bulgaria,2015,,8.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,BG,Bulgaria,2022,,3.3,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CH,Switzerland,2015,,30.5,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CH,Switzerland,2022,,11.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CY,Cyprus,2015,,7.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CY,Cyprus,2022,,1.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CZ,Czechia,2015,,16.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,CZ,Czechia,2022,,9.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DE,Germany,2015,,15.8,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DE,Germany,2022,,,,u,low reliability,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DK,Denmark,2015,,21.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,DK,Denmark,2022,,13.6,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EE,Estonia,2015,,20.9,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EE,Estonia,2022,,13.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EL,Greece,2015,,6.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EL,Greece,2022,,5.7,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,ES,Spain,2015,,20.1,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,ES,Spain,2022,,11.5,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,17.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2015,,18.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FI,Finland,2022,,5.4,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2015,,29.2,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,FR,France,2022,,13.5,,,,,
dataflow,ESTAT:ILC_SCP04$DV_2741(1.0),"Persons participating in in cultural or sport activities in the last 12 months by income quintile, household composition, degree of urbanisation, activity type and frequency",A,Annual,GE4,At least 4 times,AC521,Cinema,TOTAL,Total,TOTAL,Total,TOTAL,Total,PC,Percentage,HR,Croatia,2015,,9.2,,,,,
